iter	Logloss
283	0.4351381451
284	0.4350720991
285	0.4350157038
286	0.4349666244
287	0.4348822554
288	0.4348225588
289	0.4347399547
290	0.4346527073
291	0.4345885717
292	0.4344804791
293	0.4344355105
294	0.4343547476
295	0.4343196574
296	0.4342803732
297	0.434228217
298	0.4341685219
299	0.4340736795
300	0.4339639366
301	0.4338848889
302	0.4338166913
303	0.4337589076
304	0.4336996751
305	0.4336376937
306	0.4335863635
307	0.4334880915
308	0.4334218405
309	0.4333426969
310	0.433282238
311	0.43322326
312	0.4331956472
313	0.4331002956
314	0.4330399483
315	0.4329852294
316	0.432905027
317	0.4328419135
318	0.4327525269
319	0.4326653416
320	0.432630023
321	0.4325788504
322	0.4325127638
323	0.4324303912
324	0.432372793
325	0.4323061109
326	0.432243869
327	0.4321874533
328	0.4321368698
329	0.432046782
330	0.4319973081
331	0.4319379166
332	0.4318650162
333	0.4318157685
334	0.4317510386
335	0.4316794672
336	0.4316054452
337	0.4315338187
338	0.4314765242
339	0.4314138502
340	0.4313410233
341	0.4312704819
342	0.4312239895
343	0.4311578564
344	0.431097976
345	0.4310335282
346	0.4309634024
347	0.4308971702
348	0.4308460836
349	0.4307755349
350	0.4306991354
351	0.4306216405
352	0.430538825
353	0.4304721013
354	0.43042581
355	0.4303755987
356	0.4303179538
357	0.4302816446
358	0.4302186305
359	0.4301508261
360	0.4300794864
361	0.4300100486
362	0.4299696671
363	0.4299232555
364	0.4298855548
365	0.4298152938
366	0.4297517957
367	0.4297072982
368	0.4296727861
369	0.4296213655
370	0.4295898387
371	0.4295213144
372	0.4294623051
373	0.4293901663
374	0.4292813815
375	0.4292178007
376	0.4291404545
377	0.429050949
378	0.4289813885
379	0.4289363033
380	0.4288676658
381	0.4288101541
382	0.4287275816
383	0.4286646994
384	0.428580572
385	0.4285465749
386	0.428476409
387	0.4284045229
388	0.4283496953
389	0.4282871329
390	0.4282395208
391	0.4281863331
392	0.4280962283
393	0.4280216585
394	0.4279707405
395	0.4279019046
396	0.4278704879
397	0.4278103126
398	0.427777507
399	0.4277267623
400	0.4276468914
401	0.4275839236
402	0.4275375939
403	0.427499994
404	0.4274550133
405	0.4274270798
406	0.4273517442
407	0.4273043495
408	0.4272453114
409	0.4271933203
410	0.427137984
411	0.4270969729
412	0.4270472271
413	0.4269717573
414	0.4269221166
415	0.4268599387
416	0.426782779
417	0.4267260842
418	0.4266726668
419	0.4265869414
420	0.4265444955
421	0.4264840124
422	0.4264109944
423	0.4263542903
424	0.4262909192
425	0.42625321
426	0.4261926282
427	0.4261388203
428	0.4260419869
429	0.425977898
430	0.4259306037
431	0.4258886282
432	0.4258367687
433	0.4257810544
434	0.4257320953
435	0.4256809613
436	0.4256235711
437	0.4255622708
438	0.425510585
439	0.4254801915
440	0.425410752
441	0.4253690324
442	0.4253208104
443	0.4252729729
444	0.4251773065
445	0.4251370841
446	0.4251083567
447	0.425066004
448	0.4249907945
449	0.4249495948
450	0.424897753
451	0.4248698087
452	0.4248299158
453	0.4247764243
454	0.424725859
455	0.4246743846
456	0.4246415398
457	0.4245995415
458	0.4245416866
459	0.4245063519
460	0.4244468528
461	0.424416132
462	0.4243558813
463	0.4243143546
464	0.4242594526
465	0.4242011668
466	0.4241509871
467	0.4240839256
468	0.4240407605
469	0.4240018086
470	0.4239449016
471	0.4239036166
472	0.4238648105
473	0.4238230945
474	0.4237780472
475	0.4237312146
476	0.423697541
477	0.4236179979
478	0.4235655361
479	0.4235203554
480	0.423475901
481	0.4233992626
482	0.4233703809
483	0.4233380262
484	0.4232916011
485	0.4232321876
486	0.4231909999
487	0.4231203396
488	0.4230521624
489	0.4229987232
490	0.4229587668
491	0.4229233526
492	0.4228564997
493	0.4227956174
494	0.4227415191
495	0.422683185
496	0.4226271776
497	0.422596748
498	0.4225563613
499	0.4224690612
500	0.4224154589
501	0.4223491583
502	0.4223043762
503	0.4222797763
504	0.4222242478
505	0.4221707318
506	0.4220978988
507	0.4220608968
508	0.4220109496
509	0.4219619088
510	0.4219103086
511	0.4218465562
512	0.4218025562
513	0.4217496012
514	0.4217065316
515	0.4216558366
516	0.4216028655
517	0.4215396213
518	0.421510596
519	0.4214695097
520	0.4214189742
521	0.421380795
522	0.4213418951
523	0.421285874
524	0.4212201589
525	0.4211648741
526	0.4211015067
527	0.4210215954
528	0.4209579595
529	0.4209301653
530	0.420894025
531	0.4208555706
532	0.4208123833
533	0.4207475096
534	0.420697955
535	0.4206408233
536	0.4206059471
537	0.4205745859
538	0.4205420264
539	0.4204840693
540	0.4204486007
541	0.4204108963
542	0.4203412655
543	0.4202973306
544	0.4202237489
545	0.42016145
546	0.4201012287
547	0.4200527654
548	0.4199854184
549	0.4199269315
550	0.4198737877
551	0.4198240119
552	0.4197596129
553	0.4197276148
554	0.419675757
555	0.4196134488
556	0.4195501023
557	0.4195143119
558	0.4194630501
559	0.4194045985
560	0.4193501624
561	0.4192907988
562	0.419248987
563	0.4192078429
564	0.4191649577
565	0.4191126644
566	0.4190662571
567	0.4190138709
568	0.4189778447
569	0.4189433629
570	0.418895293
571	0.4188693572
572	0.4188304051
573	0.4187987022
574	0.4187524899
575	0.4186935536
576	0.4186614296
577	0.4186292471
578	0.41858629
579	0.4185567488
580	0.4184977436
581	0.4184417752
582	0.4183738847
583	0.4183402562
584	0.4182975193
585	0.4182236599
586	0.4181637282
587	0.4181004849
588	0.4180416802
589	0.4179841503
590	0.4179356874
591	0.4179001653
592	0.4178632297
593	0.4178074453
594	0.4177618379
595	0.4177179503
596	0.4176798279
597	0.4176551939
598	0.4176293574
599	0.4175802603
600	0.4175343388
601	0.4174860315
602	0.4174469818
603	0.4173991244
604	0.4173478323
605	0.4173153849
606	0.4172837995
607	0.4172488353
608	0.4172126368
609	0.4171465009
610	0.4170967782
611	0.417070296
612	0.4170105635
613	0.4169509375
614	0.4169119455
615	0.4168601895
616	0.4168002679
617	0.4167591462
618	0.4167376112
619	0.4166998737
620	0.4166389698
621	0.416594502
622	0.4165266572
623	0.4164689649
624	0.4164034433
625	0.4163734268
626	0.4163498575
627	0.4162916577
628	0.4162166599
629	0.4161419835
630	0.4160890026
631	0.4160528749
632	0.416018336
633	0.4159873349
634	0.4159395527
635	0.4158896328
636	0.4158315886
637	0.4157687586
638	0.4157232191
639	0.4156758978
640	0.4156065744
641	0.415558414
642	0.4155225071
643	0.4154793677
644	0.4154507167
645	0.4153920724
646	0.4153643552
647	0.4153320199
648	0.415291021
649	0.4152581693
650	0.4151948163
651	0.4151446821
652	0.415109958
653	0.4150728769
654	0.4150143585
655	0.4149524378
656	0.41490542
657	0.4148614283
658	0.4148241966
659	0.4148023009
660	0.414778461
661	0.4147532908
662	0.414719402
663	0.4146611237
664	0.4146071882
665	0.4145824464
666	0.4145515589
667	0.4145070988
668	0.4144585526
669	0.414432395
670	0.4143914842
671	0.4143584153
672	0.414302833
673	0.4142623478
674	0.4142080318
675	0.4141568188
676	0.4141137353
677	0.4140672501
678	0.4140237184
679	0.4140014269
680	0.4139417567
681	0.4138934349
682	0.4138633723
683	0.4138336366
684	0.4137877625
685	0.4137501653
686	0.4136859721
687	0.4136339667
688	0.4136041323
689	0.4135848128
690	0.4135503561
691	0.413511737
692	0.4134520603
693	0.4134085851
694	0.4133540206
695	0.4132965415
696	0.413262128
697	0.4132138391
698	0.41317399
699	0.4131188499
700	0.413069151
701	0.4130359657
702	0.4130010048
703	0.4129555597
704	0.4129193709
705	0.4128623868
706	0.4128235938
707	0.4127867167
708	0.4127414576
709	0.4127018896
710	0.4126699813
711	0.4126323987
712	0.4126030195
713	0.4125659473
714	0.4125091555
715	0.4124737418
716	0.4124439527
717	0.4124026276
718	0.4123316999
719	0.4122744314
720	0.4122483014
721	0.4122009637
722	0.4121721745
723	0.4120779314
724	0.4120198069
725	0.4119592869
726	0.4119048953
727	0.4118643059
728	0.4118184378
729	0.4117753429
730	0.4117383394
731	0.411695573
732	0.4116730785
733	0.4116411444
734	0.4116098026
735	0.4115629964
736	0.4115089961
737	0.4114665905
738	0.4114034593
739	0.4113578129
740	0.4113069982
741	0.4112688042
742	0.4112476534
743	0.4112242839
744	0.4111823005
745	0.411125229
746	0.4110974958
747	0.4110350224
748	0.4109765315
749	0.4109291494
750	0.4108943602
751	0.4108712952
752	0.4108180762
753	0.4107600907
754	0.4107169738
755	0.4106897583
756	0.4106259885
757	0.4105808296
758	0.4105222748
759	0.4104849465
760	0.4104516584
761	0.4104050247
762	0.4103750848
763	0.4103347081
764	0.4102974917
765	0.410232526
766	0.4101854869
767	0.4101225704
768	0.4100913006
769	0.4100273763
770	0.409991807
771	0.4099530443
772	0.4099172516
773	0.4098748008
774	0.4098422324
775	0.4098062596
776	0.4097454113
777	0.4097058912
778	0.4096793964
779	0.4096435075
780	0.4096069373
781	0.4095621128
782	0.4095270147
783	0.4094955864
784	0.4094527795
785	0.4094250963
786	0.4093938128
787	0.4093640929
788	0.4093342141
789	0.4092895178
790	0.4092476158
791	0.4091955813
792	0.4091329537
793	0.4091036426
794	0.4090307162
795	0.4090172134
796	0.4089695829
797	0.4089277897
798	0.4089042685
799	0.408845339
800	0.4088017436
801	0.4087616749
802	0.4087147322
803	0.4086671749
804	0.4086345692
805	0.4085883894
806	0.4085452667
807	0.4085195611
808	0.4084572269
809	0.4084260922
810	0.4083808604
811	0.4083489771
812	0.4083064234
813	0.408270483
814	0.4082582102
815	0.4082382934
816	0.408182017
817	0.4081439042
818	0.4080942805
819	0.4080524314
820	0.4080011791
821	0.4079522968
822	0.4079272075
823	0.4078946109
824	0.407854897
825	0.4078247985
826	0.4077761572
827	0.4077192312
828	0.4076741926
829	0.4076334007
830	0.4075766218
831	0.4075411551
832	0.407494289
833	0.4074628709
834	0.4074194479
835	0.4073810398
836	0.4073555875
837	0.4073139815
838	0.4072750244
839	0.4072337202
840	0.4072062754
841	0.4071660035
842	0.4071311494
843	0.4070819315
844	0.4070608313
845	0.4070348353
846	0.4070008637
847	0.4069664902
848	0.4069246578
849	0.4068853212
850	0.4068352956
851	0.4067844674
852	0.4067380289
853	0.4066678596
854	0.4066317747
855	0.4065873222
856	0.4065334603
857	0.4064911078
858	0.406443948
859	0.4064048811
860	0.4063621738
861	0.4063123654
862	0.4062567883
863	0.4062320949
864	0.4061979631
865	0.4061613822
866	0.4061106545
867	0.4060733833
868	0.4060289224
869	0.405988583
870	0.4059519183
871	0.4059168518
872	0.4058770546
873	0.4058308665
874	0.4057913113
875	0.4057633571
876	0.4057279433
877	0.4056880501
878	0.4056519333
879	0.4055901327
880	0.4055369737
881	0.4054930609
882	0.4054442277
883	0.4054141246
884	0.4053764295
885	0.405327854
886	0.4052669055
887	0.4052365324
888	0.4051939737
889	0.4051631014
890	0.4051104975
891	0.4050710746
892	0.4050401621
893	0.4049918848
894	0.404948347
895	0.4049068801
896	0.404866146
897	0.4048153852
898	0.4047509443
899	0.4047218329
900	0.4046837499
901	0.4046652629
902	0.4046307226
903	0.404587832
904	0.4045636212
905	0.4045288356
906	0.4044992665
907	0.4044469115
908	0.4044051223
909	0.404363077
910	0.4043101444
911	0.4042790945
912	0.4042221275
913	0.4041875263
914	0.4041437462
915	0.4041063456
916	0.4040732542
917	0.4040270557
918	0.4039818626
919	0.4039501288
920	0.4039056063
921	0.4038581278
922	0.4038079283
923	0.4037672643
924	0.4037225377
925	0.4036906243
926	0.4036764331
927	0.403644617
928	0.4036026751
929	0.40356803
930	0.403532963
931	0.4034708198
932	0.4034400578
933	0.4034165719
934	0.4033713645
935	0.403297048
936	0.4032587358
937	0.4032187143
938	0.4031659851
939	0.4031296097
940	0.4030984584
941	0.403046681
942	0.4030025251
943	0.402966539
944	0.4029042137
945	0.4028493628
946	0.4028148904
947	0.4027747191
948	0.4027225604
949	0.4026859546
950	0.4026650314
951	0.4026067986
952	0.4025580572
953	0.4025040212
954	0.4024668586
955	0.4024319397
956	0.4023700146
957	0.4023259706
958	0.4022744167
959	0.4022430974
960	0.4022016125
961	0.4021563082
962	0.4021256138
963	0.4020619199
964	0.4020283552
965	0.4020071782
966	0.4019878867
967	0.4019143594
968	0.401869724
969	0.40182071
970	0.4017668177
971	0.4017326066
972	0.4017099679
973	0.4016805537
974	0.4016458013
975	0.4016215778
976	0.4015834674
977	0.4015541239
978	0.4015053776
979	0.4014607869
980	0.4014456231
981	0.4014064477
982	0.4013606332
983	0.4013110726
984	0.4012724783
985	0.4012401391
986	0.4011799656
987	0.4011348572
988	0.4010829093
989	0.4010384909
990	0.4009984282
991	0.4009771874
992	0.4009552563
993	0.4009230093
994	0.400869176
995	0.4008336899
996	0.4007989993
997	0.4007595839
998	0.4007310111
999	0.4006995773
